Form,Strength,DrugName
"Aerosol, Metered/Inhalation",0.90%,Broncho Saline
Tablet/Oral,10MG,Monopril
Tablet/Oral,20MG,Monopril
Tablet/Oral,40MG,Monopril
Injectable/Injection,1MG/ML,Morphine Sulfate
Injectable/Injection,5MG/ML,Morphine Sulfate
Injectable/Injection,0.5MG/ML,Morphine Sulfate
Lotion/Topical,1%,Nix
Suppository/Rectal,500MG,Rowasa
Solution/Drops/Ophthalmic,0.30%,Ocuflox
Injectable/Injection,EQ 10MG BASE/ML,Corlopam
Capsule/Oral,50MG,Hexalen
Shampoo/Topical,2%,Nizoral
Injectable/Injection,N/A,Cardiotec
Lotion/Topical,10%,Klaron
Solution/Irrigation,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML,Lactated Ringer'S In Plastic Container
Injectable/Injection,3MG/ML,Adenocard
Injectable/Injection,100 UNITS/ML,Novolin R
Cream/Topical,10%,Actinex
Cream/Topical,2.5%;2.5%,Emla
Injectable/Injection,30%,Intralipid 30%
Injectable/ Injection,3.75MG,Lupron
Injectable/Injection,EQ 1MG BASE/ML,Nuromax
Tablet/Oral,50MG,Diflucan
Tablet/Oral,100MG,Diflucan
Tablet/Oral,200MG,Diflucan
Tablet/Oral,150MG,Diflucan
Injectable/Injection,200MG/100ML (2MG/ML),Diflucan In Sodium Chloride 0.9%
Injectable/Injection,200MG/100ML (2MG/ML),Diflucan In Sodium Chloride 0.9% In Plastic Container
Injectable/Injection,200MG/100ML (2MG/ML),Diflucan In Dextrose 5% In Plastic Container
Injectable/Injection,400MG/200ML (2MG/ML),Diflucan In Sodium Chloride 0.9% In Plastic Container
Injectable/Injection,400MG/200ML (2MG/ML),Diflucan In Dextrose 5% In Plastic Container
Injectable/Injection,400MG/200ML (2MG/ML),Diflucan In Sodium Chloride 0.9%
Injectable/Injection,10MG/ML,Retrovir
Injectable/Injection,"4,000 UNITS/100ML","Heparin Sodium 20,000 Units In Dextrose 5% In Plastic Container"
Injectable/Injection,"5,000 UNITS/100ML","Heparin Sodium 25,000 Units In Dextrose 5% In Plastic Container"
Injectable/Injection,"10,000 UNITS/100ML","Heparin Sodium 25,000 Units In Dextrose 5% In Plastic Container"
Injectable/Injection,200 UNITS/100ML,"Heparin Sodium 1,000 Units In Sodium Chloride 0.9% In Plastic Container"
Tablet/Oral,0.1MG,Ddavp
Tablet/Oral,0.2MG,Ddavp
Ointment/Topical,0.01%,Cutivate
Cream/Topical,0.05%,Cutivate
Injectable/Injection,100 UNITS/ML,Novolin N
Injectable/Injection,25MG/ML,Ganite
"Tablet, Extended Release/Oral",EQ 50MG TARTRATE,Toprol-Xl
"Tablet, Extended Release/Oral",EQ 100MG TARTRATE,Toprol-Xl
"Tablet, Extended Release/Oral",EQ 200MG TARTRATE,Toprol-Xl
"Tablet, Extended Release/Oral",EQ 25MG TARTRATE,Toprol-Xl
Cream/Topical,0.05%,Renova
Cream/Vaginal,0.80%,Terazol 3
Injectable/Injection,100 UNITS/ML,Novolin L
Solution/Topical,0.05%,Temovate
Cream/Topical,0.05%,Ultravate
Ointment/Topical,0.05%,Ultravate
Injectable/Injection,10MG/100ML,Nitroglycerin In Dextrose 5%
Injectable/Injection,20MG/100ML,Nitroglycerin In Dextrose 5%
Injectable/Injection,40MG/100ML,Nitroglycerin In Dextrose 5%
Injectable/Injection,5GM/100ML,Dextrose 5% In Plastic Container
Solution/Drops/Ophthalmic,1%,Ocupress
Tablet/Oral,667MG,Phoslo
"Tablet, Extended Release/Oral",30MG,Oramorph Sr
"Tablet, Extended Release/Oral",60MG,Oramorph Sr
"Tablet, Extended Release/Oral",100MG,Oramorph Sr
"Tablet, Extended Release/Oral",15MG,Oramorph Sr
Injectable/Injection,0.08%,Bupivacaine Hydrochloride Kit
Injectable/Injection,0.11%,Bupivacaine Hydrochloride Kit
Injectable/Injection,0.23%,Bupivacaine Hydrochloride Kit
Tablet/Oral,125MG,Ticlid
Tablet/Oral,250MG,Ticlid
Injectable/Injection,N/A,Ultratag
Tablet/Oral,10MG,Zebeta
Tablet/Oral,5MG,Zebeta
"Film, Extended Release/ Transdermal",11MG/24HR,Prostep
"Film, Extended Release/ Transdermal",22MG/24HR,Prostep
"Film, Extended Release/Transdermal",11MG/24HR,Prostep
"Film, Extended Release/Transdermal",22MG/24HR,Prostep
Injectable/Injection,30 UNITS/ML;70 UNITS/ML,Novolin 70/30
Solution/Drops/Ophthalmic,EQ 0.3% BASE,Ciloxan
Capsule/Oral,100MG,Chemet
Injectable/Injection,15MG/ML,Morphine Sulfate
Injectable/Injection,33MG/100ML;5GM/100ML;30MG/100ML;860MG/100ML,Dextrose 5% In Ringer'S In Plastic Container
Shampoo/Topical,0.01%,Capex
Injectable/Injection,33MG/100ML;30MG/100ML;860MG/100ML,Ringer'S In Plastic Container
Injectable/Injection,1.87GM/100ML,Sodium Lactate 1/6 Molar In Plastic Container
"Capsule, Extended Release/Oral",30MG,Cardene Sr
"Capsule, Extended Release/Oral",45MG,Cardene Sr
"Capsule, Extended Release/Oral",60MG,Cardene Sr
Injectable/Injection,5GM/100ML,Mannitol 5% In Plastic Container
Injectable/Injection,10GM/100ML,Mannitol 10% In Plastic Container
Injectable/Injection,15GM/100ML,Mannitol 15% In Plastic Container
Injectable/Injection,20GM/100ML,Mannitol 20% In Plastic Container
Injectable/Injection,EQ,Zofran
Injectable/Injection,EQ,Zofran Preservative Free
Lotion/Topical,EQ 0.05% BASE;1%,Lotrisone
Injectable/Injection,3.75MG/VIAL,Lupron Depot
Injectable/Injection,3.75MG,Lupron Depot
Tablet/Oral,EQ 400MG BASE,Maxaquin
"Aerosol, Metered/Inhalation",EQ 0.2MG BASE/INH,Maxair
Injectable/Injection,10% (10GM/100ML),Aminosyn Ii 10% In Plastic Container
"Tablet, Extended Release/Oral",240MG,Sudafed 24 Hour
Injectable/Injection,5MG/ML,Cardizem
Injectable/Injection,25MG/VIAL,Cardizem
Tablet/Oral,EQ 10MG BASE,Paxil
Tablet/Oral,EQ 20MG BASE,Paxil
Tablet/Oral,EQ 30MG BASE,Paxil
Tablet/Oral,EQ 50MG BASE,Paxil
Tablet/Oral,EQ 40MG BASE,Paxil
Suspension/Intratracheal,25MG/ML,Survanta
Tablet/Oral,5MG;6.25MG,Lotensin Hct
Tablet/Oral,10MG;12.5MG,Lotensin Hct
Tablet/Oral,20MG;25MG,Lotensin Hct
Tablet/Oral,20MG;12.5MG,Lotensin Hct
Tablet/Oral,EQ 50MG BASE,Ergamisol
Injectable/Injection,30MG/VIAL,Aredia
Injectable/Injection,60MG/VIAL,Aredia
Injectable/Injection,90MG/VIAL,Aredia
Solution/Drops/Ophthalmic,0.10%,Voltaren
Injectable/Injection,50MG/VIAL,Fludara
Injectable/Injection,15% (15GM/100ML),Aminosyn Ii 15% In Plastic Container
For Suspension/Intratracheal,12MG/VIAL;108MG/VIAL;8MG/VIAL,Exosurf Neonatal
Lotion/Topical,3%;7.5%;3%,Shade Uvaguard
Injectable/Injection,50GM/100ML,Dextrose 50% In Plastic Container
Injectable/Injection,60GM/100ML,Dextrose 60% In Plastic Container
Injectable/Injection,70GM/100ML,Dextrose 70% In Plastic Container
"Capsule, Extended Release/Oral",250MG,Pentasa
"Capsule, Extended Release/Oral",500MG,Pentasa
Tablet/Oral,1.5MG,Glynase
Tablet/Oral,3MG,Glynase
Tablet/Oral,4.5MG,Glynase
Tablet/Oral,6MG,Glynase
Tablet/Oral,1.5MG,Glyburide (Micronized)
Tablet/Oral,3MG,Glyburide (Micronized)
Tablet/Oral,6MG,Glyburide (Micronized)
"Aerosol, Metered/Inhalation",EQ 0.36MG BASE/INH,Atropine Sulfate
Injectable/Injection,80 UNITS/ML,Ceredase
Injectable/Injection,10 UNITS/ML,Ceredase
Injectable/Injection,15MG/VIAL,Thioplex
Solution/Iv (Infusion),60MG/20ML,Adenoscan
Solution/Iv (Infusion),90MG/30ML,Adenoscan
"Capsule, Extended Release/Oral",120MG,Cardizem Cd
"Capsule, Extended Release/Oral",180MG,Cardizem Cd
"Capsule, Extended Release/Oral",240MG,Cardizem Cd
"Capsule, Extended Release/Oral",300MG,Cardizem Cd
"Capsule, Extended Release/Oral",360MG,Cardizem Cd
Injectable/Injection,N/A,Rbc-Scan
Capsule/Oral,75MG;25MG,Macrobid
Solution/Drops/Ophthalmic,0.02675%;0.315%,Opcon-A
"Gum, Chewing/Buccal",EQ 4MG BASE,Nicorette
"Gum, Chewing/Buccal",EQ 4MG BASE,Nicorette (Mint)
"Gum, Chewing/Buccal",EQ 4MG BASE,Nicorette
"Tablet, Delayed Release/Oral",375MG,Ec-Naprosyn
"Tablet, Delayed Release/Oral",500MG,Ec-Naprosyn
Injectable/Injection,2.4GM/100ML,Foscavir
Capsule/Oral,EQ 10MG BASE,Cognex
Capsule/Oral,EQ 20MG BASE,Cognex
Capsule/Oral,EQ 30MG BASE,Cognex
Capsule/Oral,EQ 40MG BASE,Cognex
Tablet/Oral-21,0.15MG;0.03MG,Desogen
Tablet/Oral-28,0.15MG;0.03MG,Desogen
Injectable/Injection,1MG/10ML,Romazicon
Injectable/Injection,0.5MG/5ML,Romazicon
Injectable/ Injection,5MG in 10ML VIALS,Haloperidol
Injectable/Intrathecal,0.5MG/ML,Lioresal
Injectable/Intrathecal,2MG/ML,Lioresal
Injectable/Intrathecal,0.05MG/ML,Lioresal
"Film, Extended Release/ Transdermal",7MG/24HR,Habitrol
"Film, Extended Release/ Transdermal",14MG/24HR,Habitrol
"Film, Extended Release/ Transdermal",21MG/24HR,Habitrol
"Film, Extended Release/Transdermal",7MG/24HR,Habitrol
"Film, Extended Release/Transdermal",14MG/24HR,Habitrol
"Film, Extended Release/Transdermal",21MG/24HR,Habitrol
Solution/Irrigation,0.154MG/ML;0.92MG/ML;0.184MG/ML;0.2MG/ML;0.38MG/ML;2.1MG/ML;7.14MG/ML;0.42MG/ML,Endosol Extra
Injectable/Subcutaneous,EQ 6MG BASE/0.5ML (EQ 12MG BASE/ML),Imitrex
Injectable/Subcutaneous,EQ 4MG BASE/0.5ML (EQ 8MG BASE/ML),Imitrex Statdose
Injectable/Subcutaneous,EQ 6MG BASE/0.5ML (EQ 12MG BASE/ML),Imitrex Statdose
Capsule/Oral,100MG,Sporanox
Injectable/Injection,2.3mCi/ML,Iobenguane Sulfate I 131
Injectable/Injection,400MG/100ML,Floxin In Dextrose 5%
Injectable/Injection,20MG/ML,Floxin
Injectable/Injection,40MG/ML,Floxin
Injectable/Injection,4MG/ML,Floxin In Dextrose 5% In Plastic Container
Injectable/Injection,400MG/100ML,Floxin In Dextrose 5% In Plastic Container
Implant/Implantation,36MG/IMPLANT,Norplant System In Plastic Container
Tablet/Oral,400MG,Zovirax
Tablet/Oral,800MG,Zovirax
For Suspension/Oral,50MG/5ML,Diflucan
For Suspension/Oral,200MG/5ML,Diflucan
Liquid/Oral,100%,Imagent
"Capsule, Extended Release/Oral",120MG,Dilacor Xr
"Capsule, Extended Release/Oral",180MG,Dilacor Xr
"Capsule, Extended Release/Oral",240MG,Dilacor Xr
Capsule/Oral,EQ,Zantac 150
Capsule/Oral,EQ,Zantac 300
Solution/Intravenous,EQ,Mivacron
Injectable/Injection,EQ 0.5MG BASE/ML,Mivacron In Dextrose 5% In Plastic Container
Injectable/Injection,EQ 50MG BASE/100ML,Mivacron In Dextrose 5% In Plastic Container
Solution/Intravenous,EQ 10MG BASE/5ML (EQ 2MG BASE/ML),Mivacron
Solution/Intravenous,EQ 20MG BASE/10ML (EQ 2MG BASE/ML),Mivacron
Injectable/Injection,50 UNITS/ML;50 UNITS/ML,Humulin 50/50
Solution/Oral,EQ,Prozac
Tablet/Oral,EQ 4MG BASE,Zofran
Tablet/Oral,EQ 8MG BASE,Zofran
Tablet/Oral,EQ 24MG BASE,Zofran
Injectable/Injection,EQ 0.01MG BASE/ML,Triostat
Injectable/Injection,15%,Novamine 15% Sulfite Free In Plastic Container
Solution/Topical,0.75%,Dyna-Hex
"Spray, Metered/Nasal",EQ 0.125MG BASE/SPRAY,Astelin
Liquid/Inhalation,99.90%,Suprane
Injectable/Injection,10MG/ML,Vumon
"Spray, Metered/Nasal",0.05MG/SPRAY,Allernaze
"Spray, Metered/Nasal",0.05MG/SPRAY,Flonase
Injectable/Injection,10MG/VIAL,Nipent
Injectable/Injection,287MG/ML,Omniscan
Injectable/Injection,5MG/ML,Diazepam
Tablet/Oral,12.5MG;EQ 10MG BASE,Accuretic
Tablet/Oral,12.5MG;EQ 20MG BASE,Accuretic
Tablet/Oral,25MG;EQ 20MG BASE,Accuretic
Cream/Topical,5%,Zonalon
Tablet/Oral-21,"0.02MG,0.03MG,0.035MG;1MG,1MG,1MG",Estrostep 21
Tablet/Oral-28,"0.02MG,0.03MG,0.035MG;1MG,1MG,1MG",Estrostep Fe
Injectable/Injection,279.3MG/ML,Prohance
Tablet/Oral,EQ 100MG BASE,Imitrex
Tablet/Oral,EQ 25MG BASE,Imitrex
Tablet/Oral,EQ 50MG BASE,Imitrex
Injectable/Injection,1mCi/ML,Metastron
"Tablet, Chewable/Oral",50MG,Motrin
"Tablet, Chewable/Oral",100MG,Motrin
Tablet/Oral,5MG,Demadex
Tablet/Oral,10MG,Demadex
Tablet/Oral,20MG,Demadex
Tablet/Oral,100MG,Demadex
Injectable/Injection,20MG/2ML,Demadex
Injectable/Injection,50MG/5ML,Demadex
Powder/Iv (Infusion),EQ 50MG BASE/VIAL,Fusilev
Solution/Iv (Infusion),EQ,Fusilev
Solution/Iv (Infusion),EQ,Fusilev
Tablet/Oral,25MG,Cataflam
Tablet/Oral,50MG,Cataflam
"Film, Extended Release/Transdermal",0.1MG/HR,Transderm-Nitro
"Film, Extended Release/Transdermal",0.2MG/HR,Transderm-Nitro
"Film, Extended Release/Transdermal",0.4MG/HR,Transderm-Nitro
"Film, Extended Release/Transdermal",0.6MG/HR,Transderm-Nitro
"Film, Extended Release/Transdermal",0.8MG/HR,Transderm-Nitro
"Film, Extended Release/Transdermal",0.1MG/HR,Nitro-Dur
"Film, Extended Release/Transdermal",0.2MG/HR,Nitro-Dur
"Film, Extended Release/Transdermal",0.3MG/HR,Nitro-Dur
"Film, Extended Release/Transdermal",0.4MG/HR,Nitro-Dur
"Film, Extended Release/Transdermal",0.6MG/HR,Nitro-Dur
"Film, Extended Release/Transdermal",0.8MG/HR,Nitro-Dur
Injectable/Injection,2.75%;5GM/100ML;51MG/100ML;261MG/100ML;216MG/100ML;112MG/100ML,Travasol 2.75% Sulfite Free W/ Electrolytes In Dextrose 5% In Plastic Container
Injectable/Injection,2.75%;10GM/100ML;51MG/100ML;261MG/100ML;216MG/100ML;112MG/100ML,Travasol 2.75% Sulfite Free W/ Electrolytes In Dextrose 10% In Plastic Container
Injectable/Injection,2.75%;15GM/100ML;51MG/100ML;261MG/100ML;216MG/100ML;112MG/100ML,Travasol 2.75% Sulfite Free W/ Electrolytes In Dextrose 15% In Plastic Container
Injectable/Injection,2.75%;20GM/100ML;51MG/100ML;261MG/100ML;216MG/100ML;112MG/100ML,Travasol 2.75% Sulfite Free W/ Electrolytes In Dextrose 20% In Plastic Container
Injectable/Injection,2.75%;25GM/100ML;51MG/100ML;261MG/100ML;216MG/100ML;112MG/100ML,Travasol 2.75% Sulfite Free W/ Electrolytes In Dextrose 25% In Plastic Container
Injectable/Injection,4.25%;5GM/100ML;51MG/100ML;261MG/100ML;297MG/100ML;77MG/100ML,Travasol 4.25% Sulfite Free W/ Electrolytes In Dextrose 5% In Plastic Container
Injectable/Injection,4.25%;10GM/100ML;51MG/100ML;261MG/100ML;297MG/100ML;77MG/100ML,Travasol 4.25% Sulfite Free W/ Electrolytes In Dextrose 10% In Plastic Container
Injectable/Injection,4.25%;15GM/100ML;51MG/100ML;261MG/100ML;297MG/100ML;77MG/100ML,Travasol 4.25% Sulfite Free W/ Electrolytes In Dextrose 15% In Plastic Container
Injectable/Injection,4.25%;20GM/100ML;51MG/100ML;261MG/100ML;297MG/100ML;77MG/100ML,Travasol 4.25% Sulfite Free W/ Electrolytes In Dextrose 20% In Plastic Container
Injectable/Injection,4.25%;25GM/100ML;51MG/100ML;261MG/100ML;297MG/100ML;77MG/100ML,Travasol 4.25% Sulfite Free W/ Electrolytes In Dextrose 25% In Plastic Container
"Spray, Metered/Nasal",0.5MG/INH,Migranal
Tablet/Oral,EQ,Effexor
Tablet/Oral,EQ,Effexor
Tablet/Oral,EQ,Effexor
Tablet/Oral,EQ,Effexor
Tablet/Oral,EQ,Effexor
Tablet/Oral,EQ,Effexor
Tablet/Oral,50MG,Serzone
Tablet/Oral,100MG,Serzone
Tablet/Oral,150MG,Serzone
Tablet/Oral,200MG,Serzone
Tablet/Oral,250MG,Serzone
Tablet/Oral,300MG,Serzone
"Tablet, Chewable/Oral",25MG,Videx
"Tablet, Chewable/Oral",50MG,Videx
"Tablet, Chewable/Oral",100MG,Videx
"Tablet, Chewable/Oral",150MG,Videx
"Tablet, Chewable/Oral",200MG,Videx
For Solution/Oral,100MG/PACKET,Videx
For Solution/Oral,167MG/PACKET,Videx
For Solution/Oral,250MG/PACKET,Videx
For Solution/Oral,375MG/PACKET,Videx
For Solution/Oral,10MG/ML,Videx
Injectable/Injection,745MG/100ML,Potassium Chloride 10Meq In Plastic Container
Injectable/Injection,1.49GM/100ML,Potassium Chloride 20Meq In Plastic Container
Injectable/Injection,2.24GM/100ML,Potassium Chloride 30Meq In Plastic Container
Injectable/Injection,2.98GM/100ML,Potassium Chloride 40Meq In Plastic Container
Injectable/Injection,14.9MG/ML,Potassium Chloride 10Meq In Plastic Container
Injectable/Injection,29.8MG/ML,Potassium Chloride 20Meq In Plastic Container
Injectable/Injection,EQ 0.1MG BASE/VIAL,Acthrel
Solution/Intraperitoneal,25.7MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,Dianeal Pd-2 W/ Dextrose 1.5% In Plastic Container
Solution/Intraperitoneal,25.7MG/100ML;2.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,Dianeal Pd-2 W/ Dextrose 2.5% In Plastic Container
Solution/Intraperitoneal,25.7MG/100ML;4.25GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,Dianeal Pd-2 W/ Dextrose 4.25% In Plastic Container
Injectable/Subcutaneous,30MG/0.3ML (100MG/ML),Lovenox (Preservative Free)
Injectable/Subcutaneous,40MG/0.4ML (100MG/ML),Lovenox (Preservative Free)
Injectable/Subcutaneous,60MG/0.6ML (100MG/ML),Lovenox (Preservative Free)
Injectable/Subcutaneous,80MG/0.8ML (100MG/ML),Lovenox (Preservative Free)
Injectable/Subcutaneous,100MG/ML (100MG/ML),Lovenox (Preservative Free)
Injectable/Subcutaneous,90MG/0.6ML,Lovenox (Preservative Free)
Injectable/Subcutaneous,120MG/0.8ML (150MG/ML),Lovenox (Preservative Free)
Injectable/Subcutaneous,150MG/ML (150MG/ML),Lovenox (Preservative Free)
"Injectable/Intravenous, Subcutaneous",300MG/3ML (100MG/ML),Lovenox
"Film, Extended Release/Transdermal",21MG/24HR,Nicoderm Cq
"Film, Extended Release/Transdermal",14MG/24HR,Nicoderm Cq
"Film, Extended Release/Transdermal",7MG/24HR,Nicoderm Cq
Injectable/Injection,250MG/ML,Sodium Thiosulfate
Injectable/Injection,5MG/VIAL,Nutropin
Injectable/Injection,10MG/VIAL,Nutropin
Tablet/Oral,50MG,Nilandron
Tablet/Oral,150MG,Nilandron
Solution/Intraperitoneal,18.4MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,Delflex W/ Dextrose 1.5% Low Magnesium Low Calcium In Plastic Container
Solution/Intraperitoneal,18.4MG/100ML;2.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,Delflex W/ Dextrose 2.5% Low Magnesium Low Calcium In Plastic Container
Solution/Intraperitoneal,18.4MG/100ML;4.25GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,Delflex W/ Dextrose 4.25% Low Magnesium Low Calcium In Plastic Container
Injectable/Injection,5.5%;102MG/100ML;522MG/100ML;431MG/100ML;224MG/100ML,Travasol 5.5% Sulfite Free W/ Electrolytes In Plastic Container
Injectable/Injection,8.5%;102MG/100ML;522MG/100ML;594MG/100ML;154MG/100ML,Travasol 8.5% Sulfite Free W/ Electrolytes In Plastic Container
Injectable/Injection,"N/A,80MG/VIAL;N/A,0.02MG/VIAL;N/A,0.001MG/VIAL;400 IU/10ML,N/A;N/A,0.14MG/VIAL;N/A,17MG/VIAL;N/A,5MG/VIAL;0.2MG/10ML,N/A;N/A,1MG/VIAL;N/A,1.4MG/VIAL;N/A,1.2MG/VIAL;EQ 2,300 UNITS BASE/10ML,N/A;7 IU/10ML,N/A",Vitaped
Injectable/Injection,3.5%;51MG/100ML;131MG/100ML;218MG/100ML;35MG/100ML,Travasol 3.5% Sulfite Free W/ Electrolytes In Plastic Container
Injectable/Injection,900MG/100ML,Sodium Chloride 0.9% In Plastic Container
Injectable/Injection,9MG/ML,Sodium Chloride 0.9% In Plastic Container
Injectable/Injection,5GM/100ML,Dextrose 5% In Plastic Container
Injectable/Injection,50MG/ML,Dextrose 5% In Plastic Container
Tablet/Oral,5MG,Proscar
Injectable/Injection,30%,Liposyn Iii 30%
Injectable/Injection,200MG/ML,Carnitor
Solution/Intraperitoneal,18.3MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,Dianeal Low Calcium W/ Dextrose 1.5% In Plastic Container
Solution/Intraperitoneal,18.3MG/100ML;2.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,Dianeal Low Calcium W/ Dextrose 2.5% In Plastic Container
Solution/Intraperitoneal,18.3MG/100ML;3.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,Dianeal Low Calcium W/ Dextrose 3.5% In Plastic Container
Solution/Intraperitoneal,18.3MG/100ML;4.25GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,Dianeal Low Calcium W/ Dextrose 4.25% In Plastic Container
Tablet/Oral,2MG,Aceon
Tablet/Oral,4MG,Aceon
Tablet/Oral,8MG,Aceon
Tablet/Oral,5MG;6.25MG,Ziac
Tablet/Oral,10MG;6.25MG,Ziac
Tablet/Oral,2.5MG;6.25MG,Ziac
Tablet/Oral,400MG,Felbatol
Tablet/Oral,600MG,Felbatol
Suspension/Oral,600MG/5ML,Felbatol
Solution/Drops/Ophthalmic,EQ 0.1% BASE,Alomide
Cream/Topical,1%,Lamisil
Capsule/Oral,100MG,Elmiron
Troche/Lozenge/Oral,EQ 0.2MG BASE,Fentanyl
Troche/Lozenge/Oral,EQ 0.3MG BASE,Fentanyl
Troche/Lozenge/Oral,EQ 0.4MG BASE,Fentanyl
Troche/Lozenge/Oral,EQ 0.1MG BASE,Fentanyl
"Tablet, Extended Release/Oral",30MG,Adalat Cc
"Tablet, Extended Release/Oral",60MG,Adalat Cc
"Tablet, Extended Release/Oral",90MG,Adalat Cc
Tablet/Oral,0.375MG,Hivid
Tablet/Oral,0.75MG,Hivid
Injectable/Injection,1.5MG/ML,Nalbuphine Hydrochloride
Injectable/Injection,EQ 200MG BASE/100ML,Dobutamine Hydrochloride In Dextrose 5% In Plastic Container
Injectable/Injection,EQ 100MG BASE/100ML,Dobutamine Hydrochloride In Dextrose 5% In Plastic Container
Injectable/Injection,EQ 50MG BASE/100ML,Dobutamine Hydrochloride In Dextrose 5% In Plastic Container
Injectable/Injection,EQ 400MG BASE/100ML,Dobutamine Hydrochloride In Dextrose 5% In Plastic Container
Tablet/Oral,EQ 200MG BASE,Aleve
Cream/Topical,0.05%,Psorcon
Injectable/Injection,EQ 50MG BASE/VIAL,Alkeran
Gel/Vaginal,0.75%,Metrogel-Vaginal
Lotion/Topical,EQ 1% BASE,Oxistat
Tablet/Oral,EQ 10MG BASE,Propulsid
Tablet/Oral,EQ 20MG BASE,Propulsid
Injectable/Injection,EQ 250MG BASE/VIAL,Zinecard
Injectable/Injection,EQ 500MG BASE/VIAL,Zinecard
For Solution/Ophthalmic,20MG/VIAL,Miochol-E
Injectable/Injection,50MG/5ML,Zemuron
Injectable/Injection,10MG/ML,Zemuron
Injectable/Injection,100MG/10ML,Zemuron
Tablet/Oral,20MG,Monoket
Tablet/Oral,10MG,Monoket
"Cream/Topical, Vaginal",0.625MG/GM,Premarin
Suspension/Drops/Ophthalmic,EQ 0.05% BASE,Livostin
Injectable/Injection,76.90%,Ultravist 370
Injectable/Injection,62.30%,Ultravist 300
Injectable/Injection,49.90%,Ultravist 240
Injectable/Injection,31.20%,Ultravist 150
Injectable/Injection,62.30%,Ultravist 300 In Plastic Container
Injectable/Injection,500MG/VIAL,Ethyol
Injectable/Injection,375MG/VIAL,Ethyol
Tablet/Oral,1GM,Colestid
"Tablet, Extended Release/Oral",30MG,Imdur
"Tablet, Extended Release/Oral",60MG,Imdur
"Tablet, Extended Release/Oral",120MG,Imdur
Solution/Drops/Ophthalmic,0.025%;0.3%,Naphcon-A
Injectable/Injection,"10,000",Normiflo
Injectable/Injection,"5,000",Normiflo
Solution/Inhalation,0.02%,Atrovent
Injectable/Injection,1MG/ML,Leustatin
Paste/Dental,0.24%;0.3%,Colgate Total
Capsule/Oral,325MG;50MG;40MG;30MG,Fioricet W/ Codeine
"Aerosol, Metered/Nasal",0.032MG/INH,Rhinocort
"Tablet, Extended Release/Oral",100MG,Tegretol-Xr
"Tablet, Extended Release/Oral",200MG,Tegretol-Xr
"Tablet, Extended Release/Oral",400MG,Tegretol-Xr
